bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,"An academic survey on theoretical foundations, common assumptions and the current state of consciousness science",Jolien C. Francken and L. Beerendonk and D. Molenaar and Johannes Jacobus Fahrenfort and J. Kiverstein and A. Seth and S. van Gaal,Neuroscience of Consciousness,2022,Connected Papers,null,2022,"Abstract We report the results of an academic survey into the theoretical and methodological foundations, common assumptions, and the current state of the field of consciousness research. The survey consisted of 22 questions and was distributed on two different occasions of the annual meeting of the Association of the Scientific Study of Consciousness (2018 and 2019). We examined responses from 166 consciousness researchers with different backgrounds (e.g. philosophy, neuroscience, psychology, and computer science) and at various stages of their careers (e.g. junior/senior faculty and graduate/undergraduate students). The results reveal that there remains considerable discussion and debate between the surveyed researchers about the definition of consciousness and the way it should be studied. To highlight a few observations, a majority of respondents believe that machines could have consciousness, that consciousness is a gradual phenomenon in the animal kingdom, and that unconscious processing is extensive, encompassing both low-level and high-level cognitive functions. Further, we show which theories of consciousness are currently considered most promising by respondents and how supposedly different theories cluster together, which dependent measures are considered best to index the presence or absence of consciousness, and which neural measures are thought to be the most likely signatures of consciousness. These findings provide us with a snapshot of the current views of researchers in the field and may therefore help prioritize research and theoretical approaches to foster progress.",,10.1093/nc/niac011,https://www.semanticscholar.org/paper/7fe18c54a15fc141f995fd6fb04fd1377f85d9f6,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,The Attention Schema Theory: A Foundation for Engineering Artificial Consciousness,M. Graziano,Frontiers Robotics AI,2017,Connected Papers,60,4,"The purpose of the attention schema theory is to explain how an information-processing device, the brain, arrives at the claim that it possesses a non-physical, subjective awareness, and assigns a high degree of certainty to that extraordinary claim. The theory does not address how the brain might actually possess a non-physical essence. It is not a theory that deals in the non-physical. It is about the computations that cause a machine to make a claim and to assign a high degree of certainty to the claim. The theory is offered as a possible starting point for building artificial consciousness. Given current technology, it should be possible to build a machine that contains a rich internal model of what consciousness is, attributes that property of consciousness to itself and to the people it interacts with, and uses that attribution to make predictions about human behavior. Such a machine would “believe” it is conscious and act like it is conscious, in the same sense that the human machine believes and acts.",,10.3389/frobt.2017.00060,https://www.semanticscholar.org/paper/ed8e17a9a702c7328221931df3c627a36f4c77ba,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,An adversarial collaboration protocol for testing contrasting predictions of global neuronal workspace and integrated information theory,Lucia Melloni and L. Mudrik and Michael A. Pitts and K. Bendtz and O. Ferrante and U. Górska and Rony Hirschhorn and A. Khalaf and Csaba Kozma and Alex Lepauvre and Ling Liu and David R. Mazumder and David Richter and Hao Zhou and H. Blumenfeld and M. Boly and D. Chalmers and S. Devore and Francis Fallon and F. D. de Lange and O. Jensen and Gabriel Kreiman and Huan Luo and T. Panagiotaropoulos and S. Dehaene and Christof Koch and G. Tononi,PLOS ONE,2023,Connected Papers,null,18,"The relationship between conscious experience and brain activity has intrigued scientists and philosophers for centuries. In the last decades, several theories have suggested different accounts for these relationships. These theories have developed in parallel, with little to no cross-talk among them. To advance research on consciousness, we established an adversarial collaboration between proponents of two of the major theories in the field, Global Neuronal Workspace and Integrated Information Theory. Together, we devised and preregistered two experiments that test contrasting predictions of these theories concerning the location and timing of correlates of visual consciousness, which have been endorsed by the theories’ proponents. Predicted outcomes should either support, refute, or challenge these theories. Six theory-impartial laboratories will follow the study protocol specified here, using three complementary methods: Functional Magnetic Resonance Imaging (fMRI), Magneto-Electroencephalography (M-EEG), and intracranial electroencephalography (iEEG). The study protocol will include built-in replications, both between labs and within datasets. Through this ambitious undertaking, we hope to provide decisive evidence in favor or against the two theories and clarify the footprints of conscious visual perception in the human brain, while also providing an innovative model of large-scale, collaborative, and open science practice.",,10.1371/journal.pone.0268577,https://www.semanticscholar.org/paper/d3242325fa03bba5a596818ea5f5a8f39f1efeee,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,Chapter 11 Higher order dependent type theory,,,1998,Science@Direct,645-715,141,"Publisher Summary
This chapter discusses the syntax of dependent predicate logic (DPL). The basis for its syntax is formed by the rules for dependent-type theory (DTT). There are three systems of higher order DTT—higher-order predicate logic over DTT called dependent predicate logic (DPL), polymorphic–dependent-type theory (PDTT), and full higher-order-dependent-type theory (FhoDTT). The PDTT adds both “kind dependency” and “type dependency” to polymorphic simple-type theory (STT). One of the key advantages of DPL over simple predicate logic is that it allows making full use of subset types and quotient types—used in simple predicate logic. The chapter illustrates the special model consisting of partial equivalence relations (PERs) in the effective topos (Eff). It focuses on the (weak) completeness of the fibrations of families of PERs and of ω-sets over Eff.",,https://doi.org/10.1016/S0049-237X(98)80041-4,https://www.sciencedirect.com/science/article/pii/S0049237X98800414,,,,Elsevier,0049-237X,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Linear analysis of genetic algorithms,Lothar M. Schmitt and Chrystopher L. Nehaniv and Robert H. Fujii,Theoretical Computer Science,1998,Science@Direct,101-134,200,"We represent simple and fitness-scaled genetic algorithms by Markov chains on probability distributions over the set of all possible populations of a fixed finite size. Analysis of this formulation yields new insight into the geometric properties of the three phase mutation, crossover, and fitness selection of a genetic algorithm by representing them as stochastic matrices acting on the state space. This indicates new methods using mutation and crossover as the proposal scheme for simulated annealing. We show by explicit estimates that for small mutation rates a genetic algorithm asymptotically spends most of its time in uniform populations regardless of crossover rate. The simple genetic algorithm converges in the following sense: there exists a fully positive limit probability distribution over populations. This distribution is independent of the choice of initial population. We establish strong ergodicity of the underlying inhomogeneous Markov chain for genetic algorithms that use any of a large class of fitness scaling methods including linear fitness scaling, sigma-truncation, and power law scaling. Our analysis even allows for variation in mutation and crossover rates according to a pre-determined schedule, where the mutation rate stays bounded away from zero. We show that the limit probability distribution of such a process is fully positive at all populations of uniform fitness. Consequently, genetic algorithms that use the above fitness scalings do not converge to a population containing only optimal members. This answers a question of G. Rudolph (IEEE Trans. on Neural Networks 5 (1994) 96–101). For a large set of fitness scaling methods, the limit distribution depends on the pre-order induced by the fitness function f, i.e. c ⩾ c′ ↦ f(c) ⩾ f(c′) on possible creatures c and c′, and not on the particular values assumed by the fitness function.",,https://doi.org/10.1016/S0304-3975(98)00004-8,https://www.sciencedirect.com/science/article/pii/S0304397598000048,,,"Stochastic optimization, Fitness-scaled genetic algorithms, fitness-rank dependence, Markov chain model, Spectral analysis of stochastic matrices",,0304-3975,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Chapter 10 - E-Mail: The Weapon of Mass Delivery,Lance James,,2006,Science@Direct,289-334,,"Publisher Summary
Phishers tend to take advantage of as many elements of exploitation as are available to them. Unfortunately, unsolicited bulk email (UBE), otherwise known as spam, is one of the exploitable elements. Phishing falls into the spam category of scams. Phishers have been known to utilize the techniques of traditional spammers to harvest e-mail addresses, bypass anti-spam filters, and send their bulk mailings. Extended observation of phishing organizations has revealed that they have varied skills and talents. This chapter addresses the particular talents of the spammer's approach to phishing. It begins by reviewing the e-mail basics that help to demonstrate some of the exploitations used so that a full understanding can be attained on how the exploitation is performed.",,https://doi.org/10.1016/B978-159749056-6/50012-5,https://www.sciencedirect.com/science/article/pii/B9781597490566500125,,,,Syngress,,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Counting by statistics on search trees: Application to constraint satisfaction problems,Olivier Bailleux and Jean-Jacques Chabrier,Intelligent Data Analysis,1997,Science@Direct,263-274,1,"In 1975, Knuth proposed a simple statistical method for investigating search trees. We use this technique for estimating the number of solutions of constraint satisfaction problem (CSP) and boolean satisfiability problem (SAT) instances. We show that, depending on domain reductions, tree-based estimates have a lower variance than estimates based on uniform sampling from the search space. Nevertheless, because the variance remains extremely high in the general case, a confidence interval cannot be derived, but a lower bound of the number of solutions. These results are confirmed by many experiments.",,https://doi.org/10.1016/S1088-467X(97)00012-7,https://www.sciencedirect.com/science/article/pii/S1088467X97000127,,,"Statistical counting, #P-complete problems, Constraint satisfaction, Satisfiability",,1088-467X,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Chapter 1 Syntaxes and semantics,,,1997,Science@Direct,17-102,136,"Publisher Summary
This chapter provides an introduction to the syntax and semantics of axiomatic logical systems for classical and non–standard logics. The introduction of algebraic semantics is based on avery general, simple, and fruitful idea of introducing the characterizing matrix. Algebraic methods are very well developed and their use is wide spread in the research of different logical systems. The first–order semantics and universal algebra, algebraic semantics for propositional logics, and admissible rules in algebraic logics are also discussed. An axiomatic system for a given propositional logic λ consists of axioms and inference rules. The theorems of logic are formulas that can be derived from the axioms by means of the inference rules. A logical axiomatic system “AS”consists of a collection of inference rules “ASr” and a collection of axioms “ASax”. The properties of logical consequence relation is ├ and every ├ has a matrix semantics. The matrix semantics is easy to obtain, but this semantics is not convenient for dealing with a deeper investigating derivability in axiomatic systems. The admissibility for consequence relations for algebraic logics, their algebraic descriptions, and their general properties are also discussed in this chapter.",,https://doi.org/10.1016/S0049-237X(97)80003-1,https://www.sciencedirect.com/science/article/pii/S0049237X97800031,,,,Elsevier,0049-237X,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,"Classifying and detecting anomalies in hybrid knowledge-based systems1The first author is supported in part by DARPA CAETI program contract #N66001-95-C-8628. The first and second authors are supported in part by the Department of Energy, contract #DEAC22-93BC14894. The third author was on leave from the University of Kansas on a grant from the Computing Research Association Distributed Mentoring Project.1",Ranadeep Mukherjee and Rose F. Gamble and Jennifer A. Parkinson,Decision Support Systems,1997,Science@Direct,231-251,21,"The increasing need for hybrid Knowledge-Based Systems (KBS) that accommodate more complex applications has led to the need for new verification concerns that are more specific to the hybrid representation using objects and rule-based inference. Traditionally, verification of expert systems has focused solely on rule-based inference systems. Hybrid KBSs present additional verification problems not found in traditional rule-based systems. This paper is an investigation into the anomalies that may be present in a hybrid representation that warrant detection for the verification of the KBS. Many anomalies are due to the interaction of the component parts of the hybrid KBS. For example, subsumption anomalies arise due to an interaction between inheritance of objects and rule-based inference. In this paper, we extend the context of subsumption anomalies and introduce additional types of anomalies that may be present in the KBS. The goal of this research is to make hybrid KBSs more reliable by detecting such anomalies.",,https://doi.org/10.1016/S0167-9236(97)00043-2,https://www.sciencedirect.com/science/article/pii/S0167923697000432,,,"Verification, Object-oriented, Rule-based, Expert systems",,0167-9236,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Physics-informed deep learning for traffic state estimation based on the traffic flow model and computational graph method,Jinlei Zhang and Shuai Mao and Lixing Yang and Wei Ma and Shukai Li and Ziyou Gao,Information Fusion,2024,Science@Direct,101971,101,"Traffic state estimation (TSE) is a critical task for intelligent transportation systems. However, it is extremely challenging because the traffic data quality is often affected by the installation position of devices, data collection frequency, interference during the transmission process, etc., thus causing the problem of data sparsity or data missing. To address the issue of traffic state estimation under the scenario of data sparsity, we propose a TSE model that combines the computational graph with physics-informed deep learning (PIDL) methods. Firstly, we apply the computational graph method to determine the parameters of the traffic fundamental diagram. These parameters are embedded into the computational graph framework, and their values are determined through the forward propagation of variables and the backward propagation of errors. Next, we employ the PIDL method to realize TSE (taking the LWR model based on the Greenshields fundamental diagram as an example). The PIDL leverages the advantages of data-driven and model-driven approaches to achieve accurate traffic state estimation. Case studies are conducted using the NGSIM dataset under two sparse data scenarios: loop detectors and probe vehicles. Experimental results demonstrate that PIDL can accurately reconstruct the traffic state of the entire road segment based on partially observed data. Furthermore, compared to pure deep learning methods and other baseline models, PIDL performs better in situations with sparse data, thereby proving the feasibility of integrating domain knowledge with deep learning frameworks. This paper fully acknowledges the issue of data sparsity in TSE and effectively addresses it by applying the PIDL method to achieve precise TSE, which holds significant implications for the control and management of real traffic flow.",,https://doi.org/10.1016/j.inffus.2023.101971,https://www.sciencedirect.com/science/article/pii/S1566253523002877,,,"Traffic state estimation, Physics-informed deep learning, Computational graph, Data sparsity, LWR model, Fundamental diagram",,1566-2535,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Solution of nonlinear elliptic equations with boundary singularities by an integral equation method,M.A Kelmanson,Journal of Computational Physics,1984,Science@Direct,244-258,56,"A boundary integral equation (BIE) formulation is presented for the numerical solution of certain two-dimensional nonlinear elliptic equations subject to nonlinear boundary conditions. By applying the Kirchoff transformation, all nonlinear aspects are first transferred to the boundary of the solution domain. Then the accurate solution of problems in which there are boundary singularities is demonstrated by including the analytic nature of the singular solution in only those regions nearest the singularity. Because of this, only a minor modification of the classical nonlinear BIE is required and this results in a substantial improvement in the accuracy of the numerical results throughout the entire solution domain. The BIE has previously been applied to either nonlinear or singular problems and so the method presently described constitutes an extension in this field.",,https://doi.org/10.1016/0021-9991(84)90094-9,https://www.sciencedirect.com/science/article/pii/0021999184900949,,,,,0021-9991,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Inference and the structure of concepts,"Osta V{\'e}lez, Mat{\'\i}as",,2020,Google Scholar,,,,,,,,,,,,,,,"45707,87764","45707,87794",GuiSales404,,Duplicated,
,"Type theories, normal forms, and D∞-lambda-models",M. Coppo and M. Dezani-Ciancaglini and M. Zacchi,Information and Computation,1987,Science@Direct,85-116,72,"A (non-standard) inverse-limit λ-model D∞∗ is constructed which has a non Hilbert-Post complete theory. Moreover, in D∞∗, a simple semantic characterization of normalizable terms is given. These results are proved using the properties of a generalized type assignment system which yields a filter model (Barendregt, Coppo, and Dezani-Ciancaglini, 1983, J. Symbolic. Logic, 48, 931–940; Coppo, Dezani-Ciancaglini, Honsell, and Longo, 1983, pp. 241–262, “Logic Colloquium '82,” North-Holland, Amsterdam), isomorphic to D∞∗. The type assignment system is also proved complete with respect to an interpretation of types (in the term model of β-equality) based only on normalization properties. As an application a class of maximal monoids of normalizable terms is characterized.",,https://doi.org/10.1016/0890-5401(87)90042-3,https://www.sciencedirect.com/science/article/pii/0890540187900423,,,,,0890-5401,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Analytic solution with a priori error bounds for a class of mixed coupled partial differential equations,E. Navarro and M.V. Ferrer and L. Jódar,Computers & Mathematics with Applications,1996,Science@Direct,19-31,31,"In this paper, the existence of a sequence of stable solutions Xn of the parametric matrix equation Z2 + AZ − n2B = 0 so that {Xnn} converges to a stable matrix is studied. The result is used for solving mixed problems related to the coupled second-order partial differential system utt + Auxx + But = 0.",,https://doi.org/10.1016/0898-1221(95)00203-0,https://www.sciencedirect.com/science/article/pii/0898122195002030,,,"Algebraic matrix equation, Stable block diagonalization, Partial differential system, Approximate solution,  error bound",,0898-1221,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Touch comes of Age-Maturational Plasticity in Somatosensory Mechanosensation,"Michel, Niklas",,2020,Google Scholar,,,,,,,,,,,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,Open-Source Collaboration and Value Co-Creation within Online Virtual Communities: A Meta-Analysis,"CHEN, Xiaohong and Zhou, Yuan Joseph",Available at SSRN 5085540,,Google Scholar,,,,,,,,,,,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,Inference and the structure of concepts,"V{\'e}lez, Mat{\'\i}as Osta",,2020,Google Scholar,,,,,,,,,,,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,Enhancing emerging technology discovery in nanomedicine by integrating innovative sentences using BERT and NLDA,"Wang, Yifan and Liu, Xiaoping and Zhu, Xiang-Li",Science,2024,Google Scholar,1--41,9,,,,,,,,,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,A Defense of Moral Sensibilities,"Greenlee, Andrew",,2018,Google Scholar,,,,,,,,,,University of Rochester,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,Becoming Artificial: A Philosophical Exploration Into Artificial Intelligence and what it Means to be Human,"Sonik, Danial and Colarossi, Alessandro",,2020,Google Scholar,,73,,,,,,,,Andrews UK Limited,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,Evaluating and applying machine learning algorithms to analyze entrepreneurial ecosystems,"Derstappen, Raphael",,,Google Scholar,,,,,,,,,,,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,A theoretical computer science perspective on consciousness,"Blum, Manuel and Blum, Lenore",Journal of Artificial Intelligence and Consciousness,2021,Google Scholar,1--42,8,,,,,,,,World Scientific,,,,,"45707,87764","45707,87789",GuiSales404,,Duplicated,
,Horn functions and submodular boolean functions,Oya Ekin and Peter L. Hammer and Uri N. Peled,Theoretical Computer Science,1997,Science@Direct,257-270,175,"After providing a simple characterization of Horn functions (i.e., those Boolean functions that have a Horn DNF), we study in detail the special class of submodular functions. Every prime implicant of such a function involves at most one complemented and at most one uncomplemented variable, and based on this we give a one-to-one correspondence between submodular functions and partial preorders (reflexive and transitive binary relations), and in particular between the nondegenerate acyclic submodular functions and the partially ordered sets. There is a one-to-one correspondence between the roots of a submodular function and the ideals of the associated partial preorder. There is also a one-to-one correspondence between the prime implicants of the dual of the submodular function and the maximal antichains of the associated partial preorder. Based on these results, we give graph-theoretic characterizations for all minimum prime DNF representations of a submodular function. The problem of recognizing submodular functions in DNF representation is coNP-complete.",,https://doi.org/10.1016/S0304-3975(96)00202-2,https://www.sciencedirect.com/science/article/pii/S0304397596002022,,,,,0304-3975,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Difference method for multiple reflection of elastic stress waves,S.S Chiu,Journal of Computational Physics,1970,Science@Direct,17-28,6,"This paper presents an original method, using finite-difference approximations, for solving problems of stress-wave propagation in an elastic bar with discontinuities. The method, which is also applicable to similar problems in optical, acoustical, and electrical transmission lines, is simple and amenable to hand computation. With a computer, cases involving hundreds of discontinuities, as well as multiple-reflection problems with randomly related transit-time intervals, can be handled with ease. The validity and versatility of the method are demonstrated by solving two illustrative examples; results are shown to be in good agreement with corresponding analytical and experimental results.",,https://doi.org/10.1016/0021-9991(70)90002-1,https://www.sciencedirect.com/science/article/pii/0021999170900021,,,,,0021-9991,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Abstract grammars based on transductions,Peter R.J. Asveld,Theoretical Computer Science,1991,Science@Direct,269-288,81,"We study an abstract grammatical model in which the effect (or application) of a production— determined by a so-called transduction—plays the main part rather than the notion of production itself. Under appropriately chosen assumptions on the underlying family T of transductions, we establish elementary, decidability, and complexity properties of the corresponding family L(T) of languages generated by T-grammars. These results are special instances of slightly more general properties of so-called Γ-controlled T-grammars, since regular control does not increase the generating power of T-grammars. In a Γ-controlled T-grammar we strict the iteration of T-transductions to those sequences of transductions that belong to a given control language, taken from a family Γ of control languages.",,https://doi.org/10.1016/0304-3975(91)90195-8,https://www.sciencedirect.com/science/article/pii/0304397591901958,,,,,0304-3975,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Logic and Databases: A Deductive Approach,HERVÉ GALLAIRE and JACK MINKER and JEAN-MARIE NICOLAS,,1989,Science@Direct,231-247,,"The purpose of this paper is to show that logic provides a convenient formalism for studying classical database problems. There are two main parts to the paper, devoted respectively to conventional databases and deductive databases. In the first part, we focus on query languages, integrity modeling and maintenance, query optimization, and data dependencies. The second part deals mainly with the representation and manipulation of deduced facts and incomplete information. Categories and Subject Descriptors: H.2.1 [Database Management]: Logical Design—data models; H.2.3 [Database Management]: Languages—query languages; H.2.4 [Database Management]: Systems—query processing General Terms: Deductive Databases, Indefinite Data, Logic and Databases, Null Values, Relational Databases",,https://doi.org/10.1016/B978-0-934613-53-8.50020-0,https://www.sciencedirect.com/science/article/pii/B9780934613538500200,,,,Morgan Kaufmann,,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Production strategies for a stochastic lot-sizing problem with constant capacity,N.P. Dellaert and M.T. Melo,European Journal of Operational Research,1996,Science@Direct,281-301,92,"This paper presents a single item capacitated stochastic lot-sizing problem motibated by a Dutch company operating in a Make-To-Order environment. Due to a highly fluctuating and unpredictable demand, it is not possible to keep any finished goods inventory. In response to a customer's order, a fixed delivery date is quoted by the company. The objective is to determine in each period of the planning horizon the optimal size of production lots so that delivery dates are met as closely as possible at the expense of minimal average costs. These include set-up costs, holding costs for orders that are finished before their promised delivery date and penalty costs for orders that are not satisfied on time and are therefore backordered. Given that the optimal production policy is likely to be too complex in this situation, attention is focused on the development of heuristic procedures. In this paper two heuristics are proposed. The first one is an extension of a simple production strategy derived by Dellaert [5] for the uncapacitated version of the problem. The second heuristic is based on the well-known Silver-Meal algorithm for the case of deterministic time-varying demand. Experimental results suggest that the first heuristic gives low average costs especially when the demand variability is low and there are large differences in the cost parameters. The Silver-Meal approach is usually outperformed by the first heuristic in situations where the available production capacity is tight and the demand variability is low.",,https://doi.org/10.1016/0377-2217(95)00166-2,https://www.sciencedirect.com/science/article/pii/0377221795001662,,,"Production planning, Lot-sizing, Heuristics, Markov decision process",,0377-2217,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Selected bibliography on information theory applications to information science and related subject areas,Pranas Zunde,Information Processing & Management,1984,Science@Direct,417-497,20,,,https://doi.org/10.1016/0306-4573(84)90072-4,https://www.sciencedirect.com/science/article/pii/0306457384900724,,,,,0306-4573,,Special Issue Information Theory Applications to Problems of Information Science,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Rigid E-unification: NP-completeness and applications to equational matings,Jean Gallier and Paliath Narendran and David Plaisted and Wayne Snyder,Information and Computation,1990,Science@Direct,129-195,87,"Rigid E-unification is a restricted kind of unification modulo equational theories, or E-unification, that arises naturally in extending Andrew's theorem proving method of matings to first-order languages with equality. This extension was first presented by J. H. Gallier, S. Raatz, and W. Snyder, who conjectured that rigid E-unification is decidable. In this paper, it is shown that rigid E-unification is NP-complete and that finite complete sets of rigid E-unifiers always exist. As a consequence, deciding whether a family of mated sets is an equational mating is an NP-complete problem. Some implications of this result regarding the complexity of theorem proving in first-order logic with equality are also discussed.",,https://doi.org/10.1016/0890-5401(90)90061-L,https://www.sciencedirect.com/science/article/pii/089054019090061L,,,,,0890-5401,,Special Issue: Selections from 1988 IEEE Symposium on Logic in Computer Science,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Richards: Computer program for the numerical simulation of one-dimensional infiltration into unsaturated soil,G. Gottardi and M. Venutelli,Computers & Geosciences,1993,Science@Direct,1239-1266,19,"Flow into unsaturated soil is governed by the Richards partial differential equation expressing the mass conservation law for the water. Numerical approximations based on different forms of this one-dimensional (1-D) nonlinear partial differential equation can lead to significantly different results for unsaturated flow problems. The Richards equation may be written in three standard forms: the “h-based” form, the “θ-based” form, and the “mixed” form. Documentation is presented for a program which integrates the three standard forms of this equation using finite difference and finite-element techniques. Boundary conditions at prefixed pressure head and prefixed injection rate are allowed; moreover, mass balance errors are computed for controlling the accuracy of the results and for comparing the performances of the three standard forms. The listing of the computer code written in FORTRAN 77 is included along with the user manual and some illustrative infiltration tests in homogeneous and in layered soils.",,https://doi.org/10.1016/0098-3004(93)90028-4,https://www.sciencedirect.com/science/article/pii/0098300493900284,,,"Numerical code, Unsaturated flow, Richards' equations, Finite difference method, Finite-element method, FORTRAN 77",,0098-3004,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,A GRASP for the biquadratic assignment problem,T. Mavridou and P.M. Pardalos and L.S. Pitsoulis and Mauricio G.C. Resende,European Journal of Operational Research,1998,Science@Direct,613-621,105,"The biquadratic assignment problem (BiQAP) is a generalization of the quadratic assignment problem (QAP). It is a nonlinear integer programming problem where the objective function is a fourth degree multivariable polynomial and the feasible domain is the assignment polytope. BiQAP problems appear in VLSI synthesis. Due to the difficulty of this problem, only heuristic solution approaches have been proposed. In this paper, we propose a new heuristic for the BiQAP, a greedy randomized adaptive search procedure (GRASP). Computational results on instances described in the literature indicate that this procedure consistently finds better solutions than previously described algorithms.",,https://doi.org/10.1016/S0377-2217(97)00083-0,https://www.sciencedirect.com/science/article/pii/S0377221797000830,,,"Heuristics, Combinatorial optimization, Nonlinear assignment problem, Local search, GRASP",,0377-2217,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,The automated understanding of simple bar charts,Stephanie Elzer and Sandra Carberry and Ingrid Zukerman,Artificial Intelligence,2011,Science@Direct,526-555,175,"While identifying the intention of an utterance has played a major role in natural language understanding, this work is the first to extend intention recognition to the domain of information graphics. A tenet of this work is the belief that information graphics are a form of language. This is supported by the observation that the overwhelming majority of information graphics from popular media sources appear to have some underlying goal or intended message. As Clark noted, language is more than just words. It is any “signal” (or lack of signal when one is expected), where a signal is a deliberate action that is intended to convey a message (Clark, 1996 [15]). As a form of language, information graphics contain communicative signals that can be used in a computational system to identify the message that the graphic conveys. We identify the communicative signals that appear in simple bar charts, and present an implemented Bayesian network methodology for reasoning about these signals and hypothesizing a bar chart's intended message. Once the message conveyed by an information graphic has been inferred, it can then be used to facilitate access to this information resource for a variety of users, including 1) users of digital libraries, 2) visually impaired users, and 3) users of devices where graphics are impractical or inaccessible.",,https://doi.org/10.1016/j.artint.2010.10.003,https://www.sciencedirect.com/science/article/pii/S0004370210001670,,,"Natural language processing, Bayesian networks, Bar charts, Communicative signals",,0004-3702,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Advancing an LDA-GMM-CorEx topic model with prior domain knowledge in information systems research,Yuting Jiang and Mengyao Fu and Jie Fang and Matti Rossi and Yuting Wang and Chee-Wee Tan,Information & Management,2025,Science@Direct,104097,62,"Embedding topic models with domain knowledge is deemed to be effective in bolstering the models’ interpretability. Nevertheless, contemporary topic modeling techniques introduced in past studies lack consideration for circumstances in which prior domain knowledge either does not exist or becomes obsolete quickly. Combining the latent Dirichlet allocation (LDA) with the Gaussian mixture model (GMM) and the anchor correlation explanation (CorEx) topic model, we advanced a novel LDA-GMM-CorEx topic modeling approach to enhance the domain knowledge model's adaptability and improve the interpretability of topic modeling. We further verified the effectiveness of our proposed topic modeling approach on two separate datasets from different domains, thereby attesting to its general applicability.",,https://doi.org/10.1016/j.im.2024.104097,https://www.sciencedirect.com/science/article/pii/S0378720624001794,,,"Topic-model embedded domain knowledge, LDA, GMM, CorEx",,0378-7206,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,CSCW '17: Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing,,,2017,ACM,,,"Welcome to CSCW 2017, the ACM 2017 Conference on Computer Supported Cooperative Work and Social Computing! We are excited to welcome the CSCW community back to Portland, Oregon, where the second CSCW conference was held in 1988. Both Portland and CSCW have matured a great deal during the intervening 29 years. We hope that you will find that Portland provides a stimulating environment for our conference.CSCW is the premier venue for presenting research in the design and use of technologies that affect groups, organizations, communities, and networks. Bringing together top researchers and practitioners from academia and industry, CSCW explores the technical, social, material, and theoretical challenges of designing technology to support collaborative work and life activities. CSCW welcomes a diverse range of topics and research methodologies. Studies often involve the development and application of novel technologies and/or ethnographic studies that inform design practice or theory. The mission of the conference is to share research that advances the state of human knowledge and improves both the design of systems and the ways they are used. The diversity of work in our conference program reflects the diversity of technology use in people's work, social, and civic lives as well as the geographic and cultural diversity of contributors.As many of you know, CSCW follows a rigorous ""revise and resubmit"" review process that uses peer review to improve submitted papers while maintaining a high-quality threshold for final acceptance. We also help prepare the next generation of reviewers with a mentorship program in which students review papers under the guidance of an experienced reviewer. This year we have the largest CSCW program ever. We had 530 submitted papers and 183 were accepted for presentation at the conference. The program also includes 4 papers published in ACM Transactions on Human- Computer Interaction (TOCHI). In addition, we will feature 14 workshops, 56 posters, 12 demos, and 3 panels.Lili Cheng of Microsoft Research will open the conference, speaking on ""Conversational AI \&amp; Lessons Learned."" Our closing plenary will feature Jorge Cham, the creator of PhD Comics, who will talk about, ""The Science Gap."" We also welcome Paul Luff and Christian Heath from King's College as the recipients of this year's CSCW Lasting Impact award for their influential 1998 paper, ""Mobility in Collaboration.""",,,,,,,Association for Computing Machinery,,,,Sem relação com o tema,"45707,82034","45707,83336",GuiSales404,GuiSales404,Rejected,
